day_of_outbreak,reproduction_number_mean,reproduction_number_lower,reproduction_number_upper,additional_case_prob
94,0.30319729732152206,0.17560995877446733,0.4759495365970567,0.9999912815274538
95,0.29558955863483577,0.16791954051732147,0.4756334973708275,0.9999796592546907
96,0.29826084729230873,0.1654816248267255,0.48853123154244216,0.9999367884407809
97,0.28614081888544923,0.1574178511599327,0.46869223644237534,0.9998773422386003
98,0.2714015089299542,0.14590623478062925,0.45279322105482,0.9997437072708334
99,0.2676509299399198,0.14266648816855246,0.44965303997881106,0.999313474026081
100,0.27358570169458746,0.1422443916493763,0.46231021340595235,0.9983719622137245
101,0.2797821075704906,0.14396557729588189,0.4781138273383927,0.9971147168829644
102,0.27629835299043193,0.1381436588571604,0.4794630819162917,0.9961738265958135
103,0.2714123185847646,0.13567506554234166,0.47561451789502385,0.9941869314136347
104,0.27318215305823207,0.1344113851527789,0.48399011151357935,0.9897520514847139
105,0.2727509963115944,0.12955701341725626,0.48644053498150364,0.9864457938730085
106,0.27495359133016245,0.1313882237183503,0.48806571819918304,0.9784264977022804
107,0.2742795906420365,0.12607931629562827,0.50184176867477,0.9741494590988332
108,0.27802115153031975,0.1250687691439276,0.509934878832698,0.961801535950387
109,0.2862976515121619,0.12837595420977152,0.5365928747532853,0.9451784348856308
110,0.2988754918244992,0.13006040942375985,0.5749194426724599,0.9229874818403219
111,0.3058027140797029,0.12970259564748518,0.5972470766949354,0.9204456164526987
112,0.30492451048231506,0.12254007889312839,0.6033478422503413,0.9199262113341368
113,0.30751474615417046,0.12433354127829782,0.6166384855435548,0.8955956826461027
114,0.3149123823392799,0.12254494036103147,0.6301664021507142,0.8670394914300027
115,0.32278498981071796,0.1258376484773841,0.6467991259253869,0.8339829364430843
116,0.32127986137238057,0.12256828840034775,0.6535957670382886,0.8535884061940509
117,0.3244723316508168,0.1244979184119258,0.6763773707751902,0.8248425852581386
118,0.3282301101784489,0.11980148605251802,0.7094109966712941,0.7937357402416165
119,0.3346235696219703,0.12515577328450553,0.7190292679489177,0.7601425891331042
120,0.3419045631060685,0.1236716100291436,0.7309965336273558,0.7234323017958709
121,0.3525796797740401,0.12576273018798406,0.7682540087406642,0.6834029431320747
122,0.3651184258777005,0.1242695536525246,0.8221233431834526,0.6393520828452086
123,0.37901513089308325,0.12466819730997572,0.841590080757569,0.5908004016992302
124,0.3961849337853179,0.1262162608515064,0.8994926707584886,0.5376432508543744
125,0.4134173575011605,0.12716681271576993,0.9565941019220207,0.48007363676747433
126,0.41922502563049263,0.1301528482949164,0.9855513234693154,0.6112894907742144
127,0.42941652521973755,0.1308761951085864,0.994624910318802,0.5737511163813447
