day_of_outbreak,reproduction_number_mean,reproduction_number_lower,reproduction_number_upper,additional_case_prob,suitability_mean,suitability_lower,suitability_upper,rep_no_factor_mean,rep_no_factor_lower,rep_no_factor_upper
96,0.22708075102617178,0.09259240579182841,0.45333240388550894,0.9888477632742685,0.3270259240316251,0.2253054232598332,0.42622116081453876,0.7063513479678764,0.2895965356304642,1.424349921066296
97,0.25273401022394915,0.10927860149806357,0.47357983462271214,0.9888841556328692,0.30137121314693643,0.20408162561544632,0.39618852949681166,0.8518193024061151,0.3675835054291638,1.6563166226520356
98,0.25038120755409216,0.1073146572016853,0.494955186337849,0.9821941912643556,0.2758329560021889,0.18285299801588323,0.37252161791456295,0.9242252954007263,0.38832869761502686,1.7916126408321233
99,0.19431495508770405,0.08095080374740532,0.38337747692290086,0.9460867874796147,0.24488367018158413,0.14830084534619586,0.34265276502252456,0.8135358970297061,0.3372057500579755,1.6461003737376918
100,0.15578389515475297,0.06010049977009146,0.31989785907376517,0.87952254523738,0.21606146768393636,0.12057588539763979,0.3108561929529984,0.7398662760783417,0.2914902466316096,1.5487944499113024
101,0.15203552999014108,0.05624756171422044,0.32248064727085274,0.843292646185456,0.1965806437059308,0.10119783217427937,0.29190371181217667,0.8023924028436135,0.30108311506211805,1.7550289629941402
102,0.17594151693555118,0.06337001601306,0.37383006358340587,0.8497375219151169,0.18271338443066576,0.09454858382283057,0.2719840106164646,0.9885831651268643,0.36437806405187406,2.1085851086178558
103,0.16910745977350136,0.057441411874032136,0.3599613717158127,0.807080131125828,0.1656191970579912,0.07642156908117365,0.25987118603470544,1.0594365468216507,0.4075116849991331,2.2745172781936067
104,0.13934750266157958,0.03955615660458908,0.32163414112898714,0.704563543205518,0.1431357992050561,0.05100808075421847,0.2371711099626928,1.0179948859526498,0.3546788510548457,2.2300567726944056
105,0.1418545844528891,0.041484414449592256,0.32184127459330275,0.6852215959955961,0.13290166027535286,0.04672918791419095,0.22465250630843234,1.1232437102977952,0.3923247569997927,2.566663864782784
106,0.11574223662549636,0.02438921999519754,0.29422740179203716,0.5720682321731478,0.11273318731058295,0.026925868513480646,0.20290998319857873,1.083465023705395,0.3692161925117328,2.470953280223239
107,0.12583373181001303,0.02742286037152799,0.31485524465318315,0.5783671606483929,0.10803310661454536,0.023769490170393655,0.19890626381315263,1.2422305175351576,0.3909538891597639,2.96066041601202
108,0.10298474586378105,0.013642445378866169,0.274999109261329,0.47927143650613546,0.09309758052118197,0.011714572031413913,0.18194371997332326,1.1728835642308715,0.3793132700621438,2.7471580058729965
109,0.08586276767899093,1.2943230746931997e-05,0.24395616481753885,0.3929932493193601,0.08011061412228251,1.264673134506962e-05,0.16921977328152954,1.1648422388600106,0.35895197366977355,2.938262201013793
110,0.0696199213919544,1.9667049368927085e-08,0.2110944712810527,0.31086413366840815,0.06667050669006161,1.041562278469079e-08,0.1519327782975549,1.144790620528835,0.35070477769403574,2.8198849694841623
111,0.09648835845444109,0.00928606017865543,0.2696125631750606,0.392644940204249,0.07770839786542734,0.009164252255088393,0.1617092177954568,1.3270179797180364,0.4006400869190961,3.2169941856767537
