date,temperature,temperature_smoothed,suitability_instantaneous,suitability_smoothed_instantaneous,suitability_smoothed_lagged
2017-07-03,24.6,25.061483911145206,0.9336559667524064,0.9830398583197276,0.8756138644804754
2017-07-04,26.1,25.15391184378253,0.9751978756819906,0.9890881484389242,0.8945400793122489
2017-07-05,26.8,25.243532927419885,0.8744391718478673,0.9933292661423971,0.9117437808770767
2017-07-06,27.0,25.33029355900709,0.832435993055596,0.9965070735985778,0.9278244125067955
2017-07-07,28.0,25.41414132186567,0.5631574448364223,0.9991820976045639,0.9421040259573293
2017-07-08,27.8,25.495025032851927,0.6215119281243499,0.9997483723358215,0.9546096623312045
2017-07-09,27.8,25.572894788715207,0.6215119281243499,0.9999412365971643,0.9658120300654914
2017-07-10,28.2,25.647702011600863,0.5040658213785728,0.9991697823306924,0.9752792624098002
2017-07-11,27.2,25.71939949364762,0.7851427469125779,0.9976934486967057,0.9830398583197276
2017-07-12,26.9,25.78794144063092,0.8541662869046908,0.9956932207903298,0.9890881484389242
2017-07-13,27.5,25.853283514603916,0.7068557367657433,0.9922875997494935,0.9933292661423971
2017-07-14,26.9,25.915382875488856,0.8541662869046908,0.9885828142762508,0.9965070735985778
2017-07-15,27.2,25.974198221573637,0.7851427469125779,0.9846545245618672,0.9991820976045639
2017-07-16,25.8,26.029689828867443,0.995341321434938,0.9806352020320416,0.9997483723358215
2017-07-17,24.6,26.081819589272786,0.9336559667524064,0.976603829112476,0.9999412365971643
2017-07-18,25.3,26.130551047530822,0.995387567429512,0.9718239724339484,0.9991697823306924
2017-07-19,25.1,26.175849436898684,0.9859832874360489,0.9668214473039957,0.9976934486967057
2017-07-20,25.2,26.217681713519084,0.9917424319672574,0.9624309554699427,0.9956932207903298
2017-07-21,27.1,26.25601658944303,0.8094029353936053,0.9586944787149346,0.9922875997494935
2017-07-22,28.8,26.29082456426888,0.3304441152772978,0.9553017668385809,0.9885828142762508
2017-07-23,27.8,26.32207795536162,0.6215119281243499,0.9515446881592659,0.9846545245618672
2017-07-24,25.6,26.349750926617933,1.0,0.9479564516277846,0.9806352020320416
2017-07-25,24.5,26.373819515744454,0.9193648431834508,0.9448355800030835,0.976603829112476
2017-07-26,23.1,26.394261660017552,0.6400171748808972,0.9421849340647365,0.9718239724339484
2017-07-27,24.3,26.411057220495245,0.8882203936595908,0.9398612236654101,0.9668214473039957
2017-07-28,24.4,26.424188004652997,0.903776174965041,0.9379853482855612,0.9624309554699427
2017-07-29,25.9,26.433637787416906,0.9896102398646919,0.9366353440041131,0.9586944787149346
2017-07-30,27.2,26.43939233056974,0.7851427469125779,0.9358132449053091,0.9553017668385809
2017-07-31,28.7,26.44143940050652,0.3582975364147163,0.9355207986927215,0.9515446881592659
2017-08-01,30.4,26.439768784318645,0.03396348670787022,0.9357594643914616,0.9479564516277846
2017-08-02,30.7,26.43437230418679,0.014452586309243782,0.9365304102919935,0.9448355800030835
2017-08-03,31.5,26.425243830065114,3.838002522846333e-06,0.9378345121380613,0.9421849340647365
2017-08-04,30.7,26.412379290640615,0.014452586309243782,0.9396723515610226,0.9398612236654101
2017-08-05,30.4,26.395776682553823,0.03396348670787022,0.9419884875335595,0.9379853482855612
2017-08-06,29.1,26.375436077868365,0.25136486352197196,0.9446259672652717,0.9366353440041131
2017-08-07,30.3,26.351359629779278,0.04279904006014689,0.9477478579282363,0.9358132449053091
2017-08-08,29.3,26.323551576551438,0.2031866727402655,0.9513536099646661,0.9355207986927215
2017-08-09,31.0,26.292018243681593,0.0040461300277805515,0.9551854196411261,0.9357594643914616
2017-08-10,29.7,26.25676804427933,0.12276440250751035,0.958621234874682,0.9365304102919935
2017-08-11,24.1,26.21781147766412,0.8524184931120292,0.9624183074386168,0.9378345121380613
2017-08-12,22.6,26.17516112617772,0.5263627714412171,0.9668974608604795,0.9396723515610226
2017-08-13,23.9,26.128831650212753,0.8140994624351892,0.9720138539818808,0.9419884875335595
2017-08-14,24.8,26.078839781460584,0.9583516047574301,0.9768342678566063,0.9446259672652717
2017-08-15,26.4,26.0252043143834,0.9414408679157003,0.980982082230237,0.9477478579282363
2017-08-16,27.3,25.967946095916975,0.7602362918275588,0.9850721053897467,0.9513536099646661
2017-08-17,28.0,25.907088013413073,0.5631574448364223,0.9891368299123665,0.9551854196411261
2017-08-18,27.5,25.842654980831856,0.7068557367657433,0.9928967296896914,0.958621234874682
2017-08-19,26.4,25.77467392319669,0.9414408679157003,0.9960804006092332,0.9624183074386168
2017-08-20,25.9,25.70317375932587,0.9896102398646919,0.9981669567894903,0.9668974608604795
2017-08-21,25.7,25.62818538285701,0.9982595751385617,0.999509454589465,0.9720138539818808
2017-08-22,23.7,25.549741641582283,0.7739541261197276,0.9998910411680421,0.9768342678566063
2017-08-23,23.9,25.467877315114322,0.8140994624351892,0.9995583085222468,0.980982082230237
2017-08-24,24.9,25.382629090903954,0.969254267197431,0.9984411464754616,0.9850721053897467
2017-08-25,25.1,25.294035538633675,0.9859832874360489,0.9951701547331155,0.9891368299123665
2017-08-26,26.0,25.202137083011273,0.9829312181877283,0.9918203315379591,0.9928967296896914
2017-08-27,27.0,25.106975974990732,0.832435993055596,0.986385043918226,0.9960804006092332
2017-08-28,28.3,25.00859626144873,0.4744741018260571,0.9789981434769437,0.9981669567894903
2017-08-29,28.0,24.907043753346642,0.5631574448364223,0.9698943290752996,0.999509454589465
2017-08-30,26.3,24.802365992410223,0.9544074427668292,0.9586095609232727,0.9998910411680421
2017-08-31,25.7,24.69461221635948,0.9982595751385617,0.9459879097057418,0.9995583085222468
2017-09-01,24.7,24.583833322724168,0.9466901640557227,0.9313455669259227,0.9984411464754616
2017-09-02,22.1,24.470081831280908,0.41791145400687946,0.9147009991248075,0.9951701547331155
2017-09-03,18.9,24.353411845149477,0.038426305669238256,0.8965290234822493,0.9918203315379591
2017-09-04,20.2,24.233879010588147,0.12474230854845793,0.8766754222734984,0.986385043918226
2017-09-05,21.7,24.11154047552787,0.3388541009676276,0.8545351926094835,0.9789981434769437
2017-09-06,22.6,23.986454846887234,0.5263627714412171,0.8307166834458264,0.9698943290752996
2017-09-07,22.6,23.858682146711697,0.5263627714412171,0.806028941475148,0.9586095609232727
2017-09-08,21.5,23.728283767181594,0.30210250322208987,0.7797841365862254,0.9459879097057418
2017-09-09,20.9,23.595322424533673,0.20778926008846754,0.7512377101650228,0.9313455669259227
2017-09-10,21.0,23.459862111943558,0.2220132566789448,0.7220671372795959,0.9147009991248075
2017-09-11,19.5,23.32196805141667,0.06890163826170323,0.6912292043170327,0.8965290234822493
2017-09-12,20.1,23.18170664473605,0.11518474124825696,0.6588158925434734,0.8766754222734984
2017-09-13,19.8,23.039145423517674,0.08972536661089674,0.6263926043815023,0.8545351926094835
2017-09-14,20.2,22.89435299842274,0.12474230854845793,0.5938372526391512,0.8307166834458264
2017-09-15,21.8,22.74739900757931,0.35781917415497694,0.5603231376168806,0.806028941475148
2017-09-16,23.1,22.598354064265198,0.6400171748808972,0.525990242127472,0.7797841365862254
2017-09-17,19.8,22.447289703905287,0.08972536661089674,0.4919901275188917,0.7512377101650228
2017-09-18,18.3,22.294278330436526,0.01966082077896242,0.4586118457110787,0.7220671372795959
2017-09-19,18.1,22.139393162095896,0.015336974982206627,0.4260827474638042,0.6912292043170327
2017-09-20,15.4,21.982708176684927,7.467561631511106e-05,0.39399614343810696,0.6588158925434734
2017-09-21,16.2,21.82429805636698,0.0006511914441971444,0.36256353741469693,0.6263926043815023
2017-09-22,17.3,21.664238132052898,0.004966678768571237,0.3322185458770637,0.5938372526391512
2017-09-23,17.3,21.502604327430614,0.004966678768571237,0.3025764065421633,0.5603231376168806
2017-09-24,17.3,21.339473102696303,0.004966678768571237,0.2748320784546835,0.525990242127472
2017-09-25,17.6,21.17492139804235,0.007808470358991218,0.2480751750418273,0.4919901275188917
2017-09-26,17.4,21.009026576959915,0.005789980376331265,0.223342100917787,0.4586118457110787
2017-09-27,18.3,20.841866369412752,0.01966082077896242,0.1998443622864081,0.4260827474638042
2017-09-28,18.6,20.673518814938927,0.027753165566922474,0.17786812525214077,0.39399614343810696
2017-09-29,17.8,20.50406220573839,0.010326523634360289,0.15738390027386015,0.36256353741469693
2017-09-30,17.5,20.33357502980186,0.00674576789169196,0.13847369237819712,0.3322185458770637
2017-10-01,18.0,20.162135914138908,0.013486478449588475,0.12112342305967816,0.3025764065421633
2017-10-02,18.3,19.989823568161135,0.01966082077896242,0.1052691326516473,0.2748320784546835
2017-10-03,19.2,19.816716727276923,0.051829702751682055,0.09105685746921618,0.2480751750418273
2017-10-04,19.3,19.64289409675353,0.057093603708419746,0.0783127995706087,0.223342100917787
2017-10-05,19.1,19.46843429590203,0.04697025449938276,0.0669784407941671,0.1998443622864081
2017-10-06,18.6,19.293415802640226,0.027753165566922474,0.05674701808060506,0.17786812525214077
2017-10-07,15.9,19.117916898487547,0.0003189709213922312,0.047840916909802036,0.15738390027386015
2017-10-08,15.5,18.942015614046873,0.00010365068916633621,0.040155276383231873,0.13847369237819712
2017-10-09,17.6,18.765789675025218,0.007808470358991218,0.03336451927133225,0.12112342305967816
2017-10-10,17.1,18.589316448846642,0.003599444701023465,0.02743694491792019,0.1052691326516473
2017-10-11,16.9,18.412672891909136,0.0025583520053418544,0.02244693210153041,0.09105685746921618
2017-10-12,16.9,18.23593549753571,0.0025583520053418544,0.01821304090161489,0.0783127995706087
2017-10-13,16.9,18.059180244671065,0.0025583520053418544,0.01458160682522146,0.0669784407941671
2017-10-14,17.2,17.882482547371385,0.004232142199959817,0.011548944903451307,0.05674701808060506
2017-10-15,17.6,17.705917205136497,0.007808470358991218,0.009056355541998466,0.047840916909802036
2017-10-16,17.7,17.52955835413106,0.008976470105227124,0.007059885250335765,0.040155276383231873
2017-10-17,16.9,17.353479419340847,0.0025583520053418544,0.005406975687825158,0.03336451927133225
2017-10-18,16.7,17.17775306770853,0.0017860839312544726,0.004091386415761621,0.02743694491792019
2017-10-19,15.6,17.00245116229367,0.00014040512919046634,0.0030599543256127136,0.02244693210153041
2017-10-20,16.5,16.82764471749784,0.001219456770004353,0.002261048160699808,0.01821304090161489
2017-10-21,16.7,16.65340385539705,0.0017860839312544726,0.001643445054122513,0.01458160682522146
2017-10-22,17.8,16.479797763220766,0.010326523634360289,0.0011741436032111376,0.011548944903451307
2017-10-23,13.8,16.306894652015682,0.0,0.0008203813577278413,0.009056355541998466
2017-10-24,14.2,16.134761716532058,5.0710974857902314e-08,0.0005636721127122155,0.007059885250335765
2017-10-25,15.2,15.963465096366773,3.743124950561524e-05,0.00037509712036307906,0.005406975687825158
2017-10-26,14.8,15.793069838398065,6.76530415345585e-06,0.00024263267129279309,0.004091386415761621
2017-10-27,15.6,15.623639860543966,0.00014040512919046634,0.0001516609779532833,0.0030599543256127136
2017-10-28,14.8,15.455237916875344,6.76530415345585e-06,9.068084297124112e-05,0.002261048160699808
2017-10-29,13.7,15.287925564112754,0.0,5.1522295172297546e-05,0.001643445054122513
2017-10-30,15.3,15.121763129534695,5.345735728083778e-05,2.8083239969174725e-05,0.0011741436032111376
2017-10-31,15.8,14.956809680323296,0.00024669931295099494,1.4426380800833722e-05,0.0008203813577278413
2017-11-01,12.6,14.79312299437119,0.0,6.572902875644668e-06,0.0005636721127122155
2017-11-02,13.3,14.630759532573148,0.0,2.7265998682385925e-06,0.00037509712036307906
2017-11-03,15.3,14.469774412621838,5.345735728083778e-05,8.825033464957318e-07,0.00024263267129279309
2017-11-04,14.6,14.31022138432775,2.1753147455020315e-06,2.1051585596326808e-07,0.0001516609779532833
2017-11-05,15.2,14.152152806480128,3.743124950561524e-05,3.043160462534298e-08,9.068084297124112e-05
2017-11-06,12.7,13.995619625264016,0.0,3.9138989705830467e-10,5.1522295172297546e-05
2017-11-07,11.1,13.840671354247979,0.0,5.794152108225471e-17,2.8083239969174725e-05
2017-11-08,10.7,13.687356055952952,0.0,0.0,1.4426380800833722e-05
2017-11-09,12.7,13.535720325013147,0.0,0.0,6.572902875644668e-06
2017-11-10,13.1,13.385809272936738,0.0,0.0,2.7265998682385925e-06
2017-11-11,12.8,13.237666514472279,0.0,0.0,8.825033464957318e-07
2017-11-12,12.8,13.091334155586118,0.0,0.0,2.1051585596326808e-07
2017-11-13,11.8,12.9468527830521,0.0,0.0,3.043160462534298e-08
2017-11-14,8.5,12.804261455655155,0.0,0.0,3.9138989705830467e-10
2017-11-15,10.1,12.663597697007175,0.0,0.0,5.794152108225471e-17
