date,temperature,temperature_smoothed,suitability,suitability_smoothed
2022-04-13,13.9,13.820528430080076,2.731003365813872e-08,2.2433658402529113e-08
2022-04-14,15.6,13.945700683940364,2.303740867127415e-05,3.0114227466764544e-08
2022-04-15,16.4,14.072156251544703,0.000210826060275104,7.230921996359988e-08
2022-04-16,16.9,14.199879993484322,0.0007135839278969283,1.41100925692658e-07
2022-04-17,13.8,14.328855761105505,2.117403400376795e-08,2.105669694965599e-07
2022-04-18,12.2,14.45906637566724,3.3541170137240853e-12,2.8069809894597174e-07
2022-04-19,12.7,14.590493608584287,7.054754917864558e-11,6.486912918298017e-07
2022-04-20,14.5,14.723118162792126,3.0274485232761233e-07,1.1556993892694403e-06
2022-04-21,17.4,14.856919655264958,0.0020583360210343093,1.6672067834954288e-06
2022-04-22,13.7,14.991876600722778,1.503803434939707e-08,2.1831313388051873e-06
2022-04-23,15.4,15.127966396555236,1.0932310974897493e-05,5.003253689846522e-06
2022-04-24,15.5,15.265165308995712,1.311184218353173e-05,7.993546804393483e-06
2022-04-25,15.1,15.403448460570344,4.3937173489947426e-06,1.1007471249245572e-05
2022-04-26,15.5,15.542789818852368,1.311184218353173e-05,1.735897410370808e-05
2022-04-27,15.5,15.68316218654429,1.311184218353173e-05,3.129172678938814e-05
2022-04-28,17.1,15.824537192913448,0.0011370975020328947,4.532399704360902e-05
2022-04-29,16.6,15.966885286601935,0.0003642817244904739,5.9452851726693656e-05
2022-04-30,16.1,16.110175729833315,9.976127103545966e-05,0.0001035284886664483
2022-05-01,14.6,16.254376594032124,6.850331099341897e-07,0.0001569139506344995
2022-05-02,15.1,16.399454756876917,4.3937173489947426e-06,0.00021062420256660595
2022-05-03,15.4,16.545375900798778,1.0932310974897493e-05,0.000300680663790206
2022-05-04,16.1,16.69210451294273,9.976127103545966e-05,0.0004715227555390535
2022-05-05,15.8,16.83960388660049,4.288854164675916e-05,0.0006432622762714787
2022-05-06,19.1,16.987836124128478,0.0297699227577546,0.0008158551002194648
2022-05-07,17.2,17.136762141356517,0.0014441770083666958,0.0012499865042282187
2022-05-08,16.9,17.28634167349608,0.0007135839278969283,0.0017093145930988046
2022-05-09,18.0,17.436533282551487,0.005870505164561441,0.002170522244740955
2022-05-10,18.6,17.587294366239345,0.01541453889212682,0.0029773646843498916
