day_of_outbreak,reproduction_number_mean,reproduction_number_lower,reproduction_number_upper,additional_case_prob,suitability_mean,suitability_lower,suitability_upper,rep_no_factor_mean,rep_no_factor_lower,rep_no_factor_upper
153,0.0855708699603452,7.69149913989491e-09,0.4022791077910723,0.0038781667444239545,0.043809339921403456,1.0000000000859242e-08,0.12987979621057105,2.0323414132077313,0.32806327942195296,6.777410560448003
154,0.08337539570771278,6.948945205168115e-09,0.39117526823697785,0.002631202840736091,0.042993093375035346,1.0000000000229811e-08,0.1270949656271895,2.0193042850549987,0.3146279054457316,6.736898863505448
155,0.08069097172596747,6.88376744284732e-09,0.3884640413975857,0.0017633797839884406,0.04220430875724361,1.0000000000598523e-08,0.12548260911831818,2.005345947888348,0.3226007790475394,6.649710400281281
156,0.07871812184567557,7.2180361632031646e-09,0.38970745894455094,0.0011723438660785174,0.04170822600651753,1.0000000000511385e-08,0.12796404302071926,1.9701148362876297,0.3238391286788238,6.571415798799342
157,0.0775499535914379,6.8250543663719366e-09,0.37807627841533087,0.0007731890131293677,0.04101843773234435,9.999999999985855e-09,0.12750402200721744,1.9591601586908447,0.31571622136402366,6.575008506942394
158,0.07593705749820871,6.9704448246090766e-09,0.3901403210483702,0.0005041078279355281,0.04044645791181289,9.999999999860956e-09,0.12666007448780714,1.93917470076623,0.30743140489805343,6.591324312410889
159,0.07386342639277733,6.244042941844997e-09,0.37442609881090433,0.0003259382910745178,0.039906594513834846,9.999999999840318e-09,0.12456689787514438,1.9192859487221283,0.3135489306778239,6.4241053411868885
160,0.07311139178303193,6.1905882946453994e-09,0.3809600118396987,0.00021003623010266382,0.03955539654066494,9.999999999555217e-09,0.1251451737184901,1.9099860298296172,0.2941896035598242,6.366476771658077
161,0.07242633816935151,6.042317248128876e-09,0.3792928402184415,0.00013409132175134538,0.03904023819418282,9.999999999567006e-09,0.1264043331271792,1.8968521528615094,0.29664293688542565,6.314704710512619
162,0.07208239323643963,5.704375068803841e-09,0.3890867713112448,8.475684243878349e-05,0.038620940730350314,9.999999999315919e-09,0.1257477879951132,1.8814403469001904,0.3010374886322417,6.47812622020967
163,0.07054582109900381,5.477443452710793e-09,0.36084750234926755,5.2842279146625594e-05,0.03815693676008388,9.999999999332517e-09,0.12303774908544271,1.8682783170774706,0.2955908414041887,6.361020149858969
164,0.06863593385805739,5.4875318969059935e-09,0.3599694978663348,3.270719544931891e-05,0.03746906583927478,9.999999999172398e-09,0.12110872099438322,1.8494875468421954,0.2988634155329691,6.233315604298595
165,0.06776186382320203,4.922768445237481e-09,0.3757779455160016,2.017584210302714e-05,0.03702510311466064,9.999999999416782e-09,0.1222081945811086,1.847409083422474,0.2926911048411967,6.346396465691396
166,0.06615660445259448,5.30367479022405e-09,0.3612572796079998,1.1910757374894e-05,0.036484053414426225,9.999999999162232e-09,0.12166034563055823,1.831227682294504,0.28145879443237154,6.45708506173674
167,0.06438896826980986,5.3251884185836185e-09,0.35316393884493663,7.2317265652179495e-06,0.036014509567329614,9.999999999371407e-09,0.122615936592798,1.806591228767688,0.279859793690069,6.3890332066276825
168,0.06232017239321665,5.334144965415139e-09,0.33499500259904935,4.374396755614712e-06,0.03551165528382101,9.999999998991988e-09,0.12338224756231486,1.8002655725328425,0.2659823473151754,6.525366257646539
169,0.06122655705723022,5.181725045325049e-09,0.3243757329641187,2.64990674098467e-06,0.03527142923792702,9.999999998881238e-09,0.12245561938212329,1.7985345871906926,0.2661864909155709,6.4257980610225935
170,0.060292720374706406,4.802291375198919e-09,0.32123218711137785,1.5995917413627324e-06,0.03498000731892348,9.999999998686136e-09,0.12132448450860736,1.7841417798032118,0.26107944742501665,6.42778081018364
171,0.058931457022850124,4.965416030853517e-09,0.3227030376072726,9.619262977322018e-07,0.03469975198156122,9.999999998938933e-09,0.12185909809027214,1.7769273663208072,0.2577602544863699,6.406116592328791
172,0.05805405733854152,4.627942416345944e-09,0.31085162545363143,5.796749639139509e-07,0.03424904366247556,9.999999998807239e-09,0.12056310367317423,1.7689576444573614,0.2550785851102632,6.485670140170858
173,0.05730388013903566,4.48391031693465e-09,0.306525668356442,0.0,0.033885874153576495,9.999999998561305e-09,0.12187116087915517,1.761611065758939,0.24953494856210018,6.394835518344555
174,0.05478572864891008,4.778013397296974e-09,0.3044608231071869,0.0,0.03316559875131624,9.999999998908269e-09,0.11916268993544267,1.7500819812825985,0.2457637350180549,6.36024313730278
